year,state,district,party,committee_type,ad_spending
2018,KS,3,dem,2,1021497
2018,KS,3,dem,4,3133521
2018,KS,3,rep,1,458832
2018,KS,3,rep,3,13244
2018,KS,3,rep,4,2971287
2018,KS,4,dem,1,364277
2018,KS,4,dem,5,861
2018,KS,4,dem,3,6579
2018,KS,4,dem,4,3507
2018,KS,4,rep,1,728575
2018,KS,4,rep,3,16073
2018,KS,4,rep,2,130000
2018,KS,4,rep,4,50275
2018,KY,1,dem,1,27145
2018,KY,1,dem,5,861
2018,KY,1,dem,4,1075
2018,KY,1,rep,1,4226
2018,KY,2,dem,1,34540
2018,KY,2,dem,5,861
2018,KY,2,rep,1,437552
2018,KY,3,dem,1,24264
2018,KY,3,dem,4,112
2018,KY,3,rep,1,483442
2018,KY,4,dem,1,3750
2018,KY,4,dem,5,861
2018,KY,4,rep,1,2347
2018,KY,4,rep,5,250
2018,KY,5,dem,1,1003
2018,KY,5,dem,5,861
2018,KY,5,rep,1,44000
2018,KY,5,rep,5,2000
2018,KY,6,dem,1,4462849
2018,KY,6,dem,5,5301
2018,KY,6,dem,3,620337
2018,KY,6,dem,2,1044544
2018,KY,6,dem,4,1534187
2018,KY,6,rep,1,3757981
2018,KY,6,rep,5,259738
2018,KY,6,rep,3,33904
2018,KY,6,rep,4,3729334
2018,LA,4,dem,1,1199
2018,LA,4,dem,5,861
2018,LA,4,rep,1,206033
2018,LA,4,rep,3,8280
2018,LA,4,rep,4,13231
2018,LA,5,dem,1,3669
2018,LA,5,dem,5,861
2018,LA,5,rep,1,397119
2018,MA,2,dem,1,245904
2018,MA,2,dem,3,10
2018,MA,2,dem,4,103
2018,MA,2,rep,1,5706
2018,MA,3,dem,1,1508953
2018,MA,3,rep,1,99617
2018,MA,9,dem,1,3749
2018,MA,9,dem,3,10
2018,MA,9,dem,4,103
2018,MA,9,rep,1,45397
2018,MD,1,dem,1,827891
2018,MD,1,dem,5,861
2018,MD,1,dem,3,53542
2018,MD,1,dem,4,2960
2018,MD,1,rep,1,22943
2018,MD,1,rep,3,350
2018,MD,1,rep,4,999
2018,ME,1,dem,1,36938
2018,ME,1,dem,3,61010
2018,ME,1,dem,4,102
2018,ME,1,rep,1,68604
2018,ME,1,rep,5,50
2018,ME,1,rep,3,1400
2018,ME,2,dem,1,4122684
2018,ME,2,dem,5,2872124
2018,ME,2,dem,3,536053
2018,ME,2,dem,2,1537239
2018,ME,2,dem,4,2106030
2018,ME,2,rep,1,4857
2018,ME,2,rep,5,125041
2018,ME,2,rep,3,29207
2018,ME,2,rep,2,896392
2018,ME,2,rep,4,4558487
2018,MI,1,dem,1,30279
2018,MI,1,dem,5,861
2018,MI,1,dem,3,10
2018,MI,1,dem,4,108827
2018,MI,1,rep,1,67173
2018,MI,1,rep,2,39565
2018,MI,1,rep,4,2433
2018,MI,2,dem,1,4272
2018,MI,2,dem,5,1114
2018,MI,2,dem,3,10
2018,MI,2,dem,4,68
2018,MI,2,rep,1,202738
2018,MI,2,rep,2,572
2018,MI,2,rep,4,327
2018,MI,4,dem,1,3936
2018,MI,4,dem,5,861
2018,MI,4,dem,4,205
2018,MI,4,rep,1,385698
2018,MI,4,rep,2,473
2018,MI,4,rep,4,263
2018,MI,6,dem,1,426
2018,MI,6,dem,5,861
2018,MI,6,dem,3,31811
2018,MI,6,dem,2,241269
2018,MI,6,dem,4,1555547
2018,MI,6,rep,1,1641623
2018,MI,6,rep,3,257888
2018,MI,6,rep,2,41894
2018,MI,6,rep,4,1051473
2018,MI,7,dem,1,109310
2018,MI,7,dem,5,861
2018,MI,7,dem,3,10335
2018,MI,7,dem,4,93839
2018,MI,7,rep,1,1388327
2018,MI,7,rep,3,24176
2018,MI,7,rep,2,543
2018,MI,7,rep,4,542
2018,MI,8,dem,1,2100
2018,MI,8,dem,5,56245
2018,MI,8,dem,3,1907749
2018,MI,8,dem,2,2033044
2018,MI,8,dem,4,5378964
2018,MI,8,rep,1,2355028
2018,MI,8,rep,5,66612
2018,MI,8,rep,3,5990
2018,MI,8,rep,2,4529758
2018,MI,8,rep,4,2332774
2018,MI,10,dem,1,27197
2018,MI,10,dem,5,861
2018,MI,10,rep,1,182087
2018,MI,10,rep,2,365
2018,MI,10,rep,4,278
2018,MI,11,dem,1,18050
2018,MI,11,dem,5,5872
2018,MI,11,dem,3,266734
2018,MI,11,dem,2,730389
2018,MI,11,dem,4,4620118
2018,MI,11,rep,1,12646
2018,MI,11,rep,3,6553
2018,MI,11,rep,2,289288
2018,MI,11,rep,4,937062
2018,MO,2,dem,1,629
2018,MO,2,dem,5,861
2018,MO,2,dem,3,18512
2018,MO,2,dem,4,20651
2018,MO,2,rep,1,208863
2018,MO,2,rep,5,55411
2018,MO,2,rep,3,15477
2018,MO,2,rep,4,4871
2018,MO,3,dem,1,1530
2018,MO,3,dem,5,861
2018,MO,3,rep,1,9728
2018,MO,3,rep,3,3544
2018,MO,4,dem,1,143507
2018,MO,4,dem,5,861
2018,MO,4,dem,4,45
2018,MO,4,rep,1,19686
2018,MO,4,rep,5,5083
2018,MO,4,rep,3,5184
2018,MO,4,rep,4,9
2018,MO,5,dem,1,51394
2018,MO,5,dem,3,10
2018,MO,5,dem,4,35
2018,MO,5,rep,1,56558
2018,MO,5,rep,3,2588
2018,MO,5,rep,4,9
2018,MO,6,dem,1,4021
2018,MO,6,dem,5,861
2018,MO,6,rep,1,31082
2018,MO,6,rep,3,2846
2018,MO,7,dem,1,23381
2018,MO,7,dem,5,861
2018,MO,7,rep,1,43431
2018,MO,7,rep,3,2517
2018,MO,8,dem,1,5113
2018,MO,8,dem,5,861
2018,MO,8,dem,3,10
2018,MO,8,rep,1,248147
2018,MO,8,rep,3,3234
2018,MS,1,dem,1,53382
2018,MS,1,dem,5,861
2018,MS,1,rep,1,1000
2018,MS,4,dem,1,15503
2018,MS,4,dem,5,923
2018,MS,4,dem,4,3195
2018,MS,4,rep,1,15934
2018,MS,4,rep,3,2153
2018,MT,1,dem,1,375650
2018,MT,1,dem,5,62188
2018,MT,1,dem,3,122862
2018,MT,1,dem,2,405500
2018,MT,1,dem,4,399481
2018,MT,1,rep,1,3542662
2018,MT,1,rep,5,195624
2018,MT,1,rep,3,96477
2018,MT,1,rep,2,114107
2018,MT,1,rep,4,201208
2018,NC,1,dem,1,1442
2018,NC,1,dem,3,10
2018,NC,1,dem,4,35
2018,NC,1,rep,1,1057
2018,NC,2,dem,1,879421
2018,NC,2,dem,5,5487
2018,NC,2,dem,3,28460
2018,NC,2,dem,2,379002
2018,NC,2,dem,4,1449133
2018,NC,2,rep,1,1369764
2018,NC,2,rep,3,31648
2018,NC,2,rep,4,1935489
2018,NC,5,dem,1,36632
2018,NC,5,dem,5,861
2018,NC,5,dem,3,7418
2018,NC,5,dem,4,10
2018,NC,5,rep,1,100643
2018,NC,5,rep,3,2205
2018,NC,5,rep,4,5000
2018,NC,6,dem,1,8264
2018,NC,6,dem,5,1997
2018,NC,6,dem,4,541
2018,NC,6,rep,1,24742
2018,NC,7,dem,1,300464
2018,NC,7,dem,5,861
2018,NC,7,dem,3,467
2018,NC,7,rep,1,574397
2018,NC,8,dem,1,229767
2018,NC,8,dem,5,861
2018,NC,8,dem,3,1002
2018,NC,8,rep,1,8830
2018,NC,10,dem,1,14896
2018,NC,10,dem,5,861
2018,NC,10,rep,1,66271
2018,NC,11,dem,1,10516
2018,NC,11,dem,5,918
2018,NC,11,dem,3,1640
2018,NC,11,rep,1,122606
2018,NC,11,rep,3,8101
2018,NC,13,dem,1,3052582
2018,NC,13,dem,5,2720
2018,NC,13,dem,3,180097
2018,NC,13,dem,4,1483123
2018,NC,13,rep,1,1134634
2018,NC,13,rep,5,250348
2018,NC,13,rep,3,410032
2018,NC,13,rep,2,814422
2018,NC,13,rep,4,1369009
2018,NE,1,dem,1,2972
2018,NE,1,dem,5,861
2018,NE,1,dem,4,35
2018,NE,1,rep,1,143872
2018,NE,2,dem,1,475025
2018,NE,2,dem,5,5186
2018,NE,2,dem,3,91243
2018,NE,2,dem,4,235313
2018,NE,2,rep,1,1096342
2018,NE,2,rep,5,250000
2018,NE,2,rep,3,48771
2018,NE,2,rep,4,1646264
2018,NE,3,dem,1,12488
2018,NE,3,dem,5,861
2018,NE,3,rep,1,361212
2018,NH,1,dem,1,1423712
2018,NH,1,dem,3,344663
2018,NH,1,dem,4,696594
2018,NH,1,rep,1,2946
2018,NH,1,rep,5,520
2018,NH,1,rep,3,60063
2018,NH,1,rep,4,9200
2018,NH,2,dem,1,2340
2018,NH,2,dem,3,10
2018,NH,2,dem,4,2227
2018,NH,2,rep,1,19837
2018,NH,2,rep,3,1778
2018,NH,2,rep,4,1473
2018,NJ,1,dem,1,497908
2018,NJ,1,dem,3,10
2018,NJ,1,dem,4,103
2018,NJ,1,rep,1,7075
2018,NJ,3,dem,1,4768337
2018,NJ,3,dem,5,705352
2018,NJ,3,dem,3,909469
2018,NJ,3,dem,2,610665
2018,NJ,3,dem,4,3833602
2018,NJ,3,rep,1,249879
2018,NJ,3,rep,3,22527
2018,NJ,3,rep,2,1458955
2018,NJ,3,rep,4,3436162
2018,NJ,4,dem,1,491990
2018,NJ,4,dem,5,1829
2018,NJ,4,dem,3,1155
2018,NJ,4,dem,4,35
2018,NJ,4,rep,1,846715
2018,NJ,4,rep,5,19576
2018,NJ,4,rep,3,1218
2018,NJ,4,rep,4,31298
2018,NJ,5,dem,1,50691
2018,NJ,5,dem,5,5902
2018,NJ,5,dem,3,37492
2018,NJ,5,dem,4,971192
2018,NJ,5,rep,1,405180
2018,NJ,5,rep,5,3180
2018,NJ,5,rep,4,9922
2018,NJ,6,dem,1,7074
2018,NJ,6,dem,3,5805
2018,NJ,6,dem,4,84
2018,NJ,6,rep,1,9195
2018,NJ,6,rep,3,758
2018,NJ,7,dem,1,5058475
2018,NJ,7,dem,5,149960
2018,NJ,7,dem,3,164821
2018,NJ,7,dem,2,1664031
2018,NJ,7,dem,4,2137547
2018,NJ,7,rep,1,3350
2018,NJ,7,rep,5,65580
2018,NJ,7,rep,3,199589
2018,NJ,7,rep,4,5164648
2018,NJ,8,dem,1,1600
2018,NJ,8,dem,3,10
2018,NJ,8,dem,4,9103
2018,NJ,8,rep,1,2248
2018,NJ,11,dem,1,4722281
2018,NJ,11,dem,5,50373
2018,NJ,11,dem,3,246919
2018,NJ,11,dem,4,4476996
2018,NJ,11,rep,1,969809
2018,NJ,11,rep,5,137537
2018,NJ,11,rep,3,4361
2018,NJ,11,rep,2,194999
2018,NJ,11,rep,4,10306
2018,NM,1,dem,1,797654
2018,NM,1,dem,5,28192
2018,NM,1,dem,3,458
2018,NM,1,dem,4,427165
2018,NM,1,rep,1,50
2018,NM,1,rep,5,1
2018,NM,1,rep,4,19950
2018,NV,2,dem,1,28544
2018,NV,2,dem,5,861
2018,NV,2,dem,4,10408
2018,NV,2,rep,1,342689
2018,NV,2,rep,5,74310
2018,NV,2,rep,3,8959
2018,NV,2,rep,4,4034
2018,NV,4,dem,1,1125419
2018,NV,4,dem,5,668896
2018,NV,4,dem,3,66095
2018,NV,4,dem,2,2921014
2018,NV,4,dem,4,4042881
2018,NV,4,rep,1,41724
2018,NV,4,rep,3,7480
2018,NV,4,rep,2,2893613
2018,NV,4,rep,4,227
2018,NY,1,dem,1,1393107
2018,NY,1,dem,5,23628
2018,NY,1,dem,3,34445
2018,NY,1,dem,4,709960
2018,NY,1,rep,1,1444007
2018,NY,1,rep,3,388105
2018,NY,1,rep,4,61582
2018,NY,3,dem,1,52078
2018,NY,3,dem,3,760
2018,NY,3,dem,4,47030
2018,NY,3,rep,1,12448
2018,NY,4,dem,1,61420
2018,NY,4,dem,4,10
2018,NY,4,rep,1,10743
2018,NY,10,dem,1,19319
2018,NY,10,dem,3,10
2018,NY,10,rep,1,14712
2018,NY,11,dem,1,166430
2018,NY,11,dem,5,7882
2018,NY,11,dem,3,627193
2018,NY,11,dem,4,14943
2018,NY,11,rep,1,1185974
2018,NY,11,rep,5,350000
2018,NY,11,rep,4,747415
2018,NY,12,dem,1,203167
2018,NY,12,dem,3,530
2018,NY,12,dem,4,8038
2018,NY,12,rep,1,2711
2018,NY,18,dem,1,6986
2018,NY,18,dem,4,9300
2018,NY,18,rep,1,43055
2018,NY,19,dem,1,992
2018,NY,19,dem,5,423723
2018,NY,19,dem,3,813541
2018,NY,19,dem,2,1554770
2018,NY,19,dem,4,2666540
2018,NY,19,rep,1,1858849
2018,NY,19,rep,3,29617
2018,NY,19,rep,2,2177999
2018,NY,19,rep,4,4492929
2018,NY,22,dem,1,473857
2018,NY,22,dem,5,646247
2018,NY,22,dem,3,528775
2018,NY,22,dem,2,2191411
2018,NY,22,dem,4,3568243
2018,NY,22,rep,1,71893
2018,NY,22,rep,3,110550
2018,NY,22,rep,2,2484150
2018,NY,22,rep,4,4638491
2018,NY,23,dem,1,1103513
2018,NY,23,dem,5,861
2018,NY,23,dem,3,29277
2018,NY,23,dem,4,10
2018,NY,23,rep,1,195679
2018,NY,23,rep,4,328698
2018,NY,24,dem,1,1338789
2018,NY,24,dem,5,164850
2018,NY,24,dem,3,159560
2018,NY,24,dem,4,2196682
2018,NY,24,rep,1,249401
2018,NY,24,rep,3,277830
2018,NY,24,rep,2,788085
2018,NY,24,rep,4,308236
2018,OH,1,dem,1,46032
2018,OH,1,dem,5,220297
2018,OH,1,dem,3,188439
2018,OH,1,dem,2,608569
2018,OH,1,dem,4,1407387
2018,OH,1,rep,1,155786
2018,OH,1,rep,5,362132
2018,OH,1,rep,3,224990
2018,OH,1,rep,4,4031465
2018,OH,2,dem,1,137254
2018,OH,2,dem,5,861
2018,OH,2,dem,3,1382
2018,OH,2,dem,4,10
2018,OH,2,rep,1,733215
2018,OH,2,rep,3,864
2018,OH,4,dem,1,455439
2018,OH,4,dem,5,861
2018,OH,4,dem,3,16859
2018,OH,4,dem,4,6231
2018,OH,4,rep,1,761361
2018,OH,4,rep,3,11635
2018,OH,5,dem,1,87868
2018,OH,5,dem,5,1476
2018,OH,5,dem,3,10
2018,OH,5,rep,1,493294
2018,OH,5,rep,3,1053
2018,OH,7,dem,1,227303
2018,OH,7,dem,5,861
2018,OH,7,dem,3,24612
2018,OH,7,dem,4,180659
2018,OH,7,rep,1,1159997
2018,OH,7,rep,3,1098
2018,OH,7,rep,4,92828
2018,OH,8,dem,1,14812
2018,OH,8,dem,5,861
2018,OH,8,rep,1,8027
2018,OH,8,rep,3,5966
2018,OH,10,dem,1,475
2018,OH,10,dem,5,12368
2018,OH,10,dem,3,1541
2018,OH,10,dem,4,26285
2018,OH,10,rep,1,500
2018,OH,10,rep,3,777
2018,OH,10,rep,4,501
2018,OH,11,dem,1,15725
2018,OH,11,dem,3,10
2018,OH,11,dem,4,103
2018,OH,11,rep,1,13329
2018,OH,13,dem,1,108957
2018,OH,13,rep,1,67393
2018,OH,13,rep,4,25000
2018,OH,14,dem,1,27996
2018,OH,14,dem,5,861
2018,OH,14,dem,3,45707
2018,OH,14,dem,4,19894
2018,OH,14,rep,1,1415
2018,OH,14,rep,3,142926
2018,OH,14,rep,4,279727
2018,OH,15,dem,1,593569
2018,OH,15,dem,5,861
2018,OH,15,dem,3,724
2018,OH,15,dem,4,89088
2018,OH,15,rep,1,1573338
2018,OH,15,rep,3,951
2018,OH,16,dem,1,173214
2018,OH,16,dem,4,10
2018,OH,16,rep,1,38364
2018,OH,16,rep,5,356500
2018,OH,16,rep,3,3442
2018,OK,1,dem,1,95996
2018,OK,1,dem,3,18
2018,OK,1,dem,4,347707
2018,OK,1,rep,1,1416565
2018,OK,2,dem,1,40426
2018,OK,2,dem,5,861
2018,OK,2,rep,1,646233
2018,OK,4,dem,1,4406
2018,OK,4,dem,5,861
2018,OK,4,rep,1,624252
2018,OK,5,dem,1,546765
2018,OK,5,dem,5,861
2018,OK,5,dem,4,451774
2018,OK,5,rep,1,258938
2018,OK,5,rep,4,113346
2018,OR,2,dem,1,518255
2018,OR,2,dem,5,1652
2018,OR,2,dem,3,1271
2018,OR,2,dem,4,9658
2018,OR,2,rep,1,2217476
2018,OR,2,rep,3,277
2018,OR,5,dem,1,54500
2018,OR,5,dem,4,46865
2018,OR,5,rep,1,7688
2018,OR,5,rep,5,861
2018,OR,5,rep,3,839
2018,RI,2,dem,1,13809
2018,RI,2,dem,4,10
2018,RI,2,rep,1,202
2018,SC,2,dem,1,12077
2018,SC,2,dem,5,861
2018,SC,2,dem,4,68
2018,SC,2,rep,1,112145
2018,SC,3,dem,1,24055
2018,SC,3,dem,5,861
2018,SC,3,dem,3,109
2018,SC,3,dem,4,3082
2018,SC,3,rep,1,27902
2018,SC,3,rep,3,4320
2018,SC,4,dem,1,22885
2018,SC,4,dem,3,616
2018,SC,4,dem,4,455657
2018,SC,4,rep,1,9212
2018,SC,4,rep,5,132285
2018,SC,5,dem,1,182247
2018,SC,5,dem,5,319448
2018,SC,5,dem,4,35081
2018,SC,5,rep,1,42972
2018,SC,5,rep,3,12357
2018,SC,5,rep,2,35000
2018,SC,5,rep,4,61143
2018,SC,6,dem,1,24976
2018,SC,6,dem,4,113
2018,SC,6,rep,1,1409
2018,SC,7,dem,1,6891
2018,SC,7,dem,5,861
2018,SC,7,rep,1,48659
2018,TN,1,dem,1,10787
2018,TN,1,rep,1,254611
2018,TN,1,rep,3,1944
2018,TN,1,rep,4,8000
2018,TN,2,dem,1,125894
2018,TN,2,dem,5,1693
2018,TN,2,dem,4,10
2018,TN,2,rep,1,7017
2018,TN,2,rep,3,2704
2018,TN,2,rep,4,1339
2018,TN,3,dem,1,63330
2018,TN,3,dem,5,3127
2018,TN,3,dem,4,10
2018,TN,3,rep,1,86194
2018,TN,3,rep,3,1769
2018,TN,6,dem,1,35033
2018,TN,6,rep,1,2075006
2018,TN,6,rep,3,3673
2018,TN,6,rep,4,2491
2018,TN,7,dem,1,63252
2018,TN,7,dem,5,982
2018,TN,7,rep,1,139243
2018,TN,7,rep,3,62158
2018,TN,7,rep,4,3670
2018,TX,1,dem,1,16308
2018,TX,1,dem,5,861
2018,TX,1,dem,3,6780
2018,TX,1,rep,1,28803
2018,TX,1,rep,5,3
2018,TX,1,rep,3,4530
2018,TX,1,rep,4,16244
2018,TX,3,dem,1,55013
2018,TX,3,dem,3,1841
2018,TX,3,rep,1,37848
2018,TX,3,rep,5,941
2018,TX,3,rep,3,8997
2018,TX,3,rep,4,25498
2018,TX,4,dem,1,2343
2018,TX,4,dem,5,861
2018,TX,4,rep,1,9259
2018,TX,4,rep,5,941
2018,TX,4,rep,3,1476
2018,TX,5,dem,1,2281
2018,TX,5,dem,5,37357
2018,TX,5,dem,3,12
2018,TX,5,dem,4,517087
2018,TX,5,rep,1,187747
2018,TX,5,rep,5,5902
2018,TX,5,rep,3,967
2018,TX,5,rep,4,256024
2018,TX,6,dem,1,94358
2018,TX,6,dem,3,1050
2018,TX,6,dem,4,2250
2018,TX,6,rep,1,293928
2018,TX,6,rep,5,3088
2018,TX,6,rep,3,10868
2018,TX,6,rep,4,124355
2018,TX,7,dem,1,4506
2018,TX,7,dem,5,426509
2018,TX,7,dem,3,1435644
2018,TX,7,dem,2,2444280
2018,TX,7,dem,4,3783871
2018,TX,7,rep,1,128777
2018,TX,7,rep,5,943
2018,TX,7,rep,3,142505
2018,TX,7,rep,2,1682822
2018,TX,7,rep,4,3424678
2018,TX,8,dem,1,589
2018,TX,8,dem,5,861
2018,TX,8,rep,1,427536
2018,TX,8,rep,5,2819
2018,TX,8,rep,3,1484
2018,TX,8,rep,4,1916
2018,TX,10,dem,1,80256
2018,TX,10,dem,5,8333
2018,TX,10,dem,3,6264
2018,TX,10,rep,1,29595
2018,TX,10,rep,5,943
2018,TX,10,rep,3,1171
2018,TX,11,dem,1,11910
2018,TX,11,dem,5,861
2018,TX,11,rep,1,871585
2018,TX,11,rep,5,1881
2018,TX,11,rep,3,1539
2018,TX,12,dem,1,41374
2018,TX,12,dem,5,861
2018,TX,12,rep,1,250
2018,TX,12,rep,5,9899
2018,TX,12,rep,3,1192
2018,TX,13,dem,1,5714
2018,TX,13,dem,5,861
2018,TX,13,rep,1,65319
2018,TX,13,rep,3,1419
2018,TX,14,dem,1,20666
2018,TX,14,dem,5,861
2018,TX,14,dem,3,1213
2018,TX,14,rep,1,6725
2018,TX,14,rep,5,3
2018,TX,14,rep,3,5437
2018,TX,15,dem,1,14812
2018,TX,15,dem,3,10
2018,TX,15,dem,4,46316
2018,TX,15,rep,1,304
2018,TX,17,dem,1,20467
2018,TX,17,dem,5,861
2018,TX,17,rep,1,58459
2018,TX,17,rep,5,3
2018,TX,17,rep,3,1032
2018,TX,18,dem,1,101312
2018,TX,18,dem,3,15010
2018,TX,18,dem,4,35
2018,TX,18,rep,1,2935
2018,TX,19,dem,1,30222
2018,TX,19,dem,5,861
2018,TX,19,rep,1,64786
2018,TX,19,rep,3,1060
2018,TX,21,dem,1,17802
2018,TX,21,dem,5,66075
2018,TX,21,dem,3,35178
2018,TX,21,dem,4,298851
2018,TX,21,rep,1,200
2018,TX,21,rep,5,39413
2018,TX,21,rep,3,264371
2018,TX,21,rep,4,1202885
2018,TX,22,dem,1,441218
2018,TX,22,dem,5,17491
2018,TX,22,dem,3,20986
2018,TX,22,dem,4,31595
2018,TX,22,rep,1,28214
2018,TX,22,rep,5,943
2018,TX,22,rep,3,1061
2018,TX,22,rep,4,31640
2018,TX,23,dem,1,929
2018,TX,23,dem,5,350825
2018,TX,23,dem,3,245952
2018,TX,23,dem,2,129350
2018,TX,23,dem,4,2407024
2018,TX,23,rep,1,126619
2018,TX,23,rep,5,308074
2018,TX,23,rep,3,803207
2018,TX,23,rep,2,2137962
2018,TX,23,rep,4,2032347
2018,TX,24,dem,1,9672
2018,TX,24,dem,5,861
2018,TX,24,rep,1,488494
2018,TX,24,rep,5,1881
2018,TX,24,rep,3,905
2018,TX,24,rep,4,56
2018,TX,25,dem,1,168646
2018,TX,25,dem,5,17298
2018,TX,25,rep,1,120280
2018,TX,25,rep,5,943
2018,TX,25,rep,3,1335
2018,TX,26,dem,1,7632
2018,TX,26,dem,5,861
2018,TX,26,dem,3,52
2018,TX,26,rep,1,382814
2018,TX,26,rep,5,943
2018,TX,26,rep,3,1201
2018,TX,31,dem,1,3387634
2018,TX,31,dem,5,861
2018,TX,31,dem,3,26803
2018,TX,31,dem,4,228186
2018,TX,31,rep,1,232114
2018,TX,31,rep,5,3
2018,TX,31,rep,3,9286
2018,TX,31,rep,2,3830
2018,TX,31,rep,4,288
2018,TX,32,dem,1,4124225
2018,TX,32,dem,5,615218
2018,TX,32,dem,3,837286
2018,TX,32,dem,2,1761294
2018,TX,32,dem,4,4749705
2018,TX,32,rep,1,2277694
2018,TX,32,rep,5,145500
2018,TX,32,rep,3,232689
2018,TX,32,rep,4,4787910
2018,TX,33,dem,1,215037
2018,TX,33,dem,3,10
2018,TX,33,dem,4,16343
2018,TX,33,rep,1,955
2018,TX,33,rep,3,43
2018,TX,34,dem,1,109085
2018,TX,34,dem,3,10
2018,TX,34,dem,4,35
2018,TX,34,rep,1,38545
2018,TX,35,dem,1,6077
2018,TX,35,dem,3,10
2018,TX,35,dem,4,35
2018,TX,35,rep,1,250
2018,TX,36,dem,1,233038
2018,TX,36,dem,5,861
2018,TX,36,dem,4,35
2018,TX,36,rep,1,73257
2018,TX,36,rep,5,1881
2018,TX,36,rep,3,1334
2018,UT,1,dem,1,13752
2018,UT,1,dem,5,861
2018,UT,1,dem,4,50
2018,UT,1,rep,1,248500
2018,UT,2,dem,1,155791
2018,UT,2,dem,5,861
2018,UT,2,dem,3,10
2018,UT,2,rep,1,60521
2018,UT,3,dem,1,3548
2018,UT,3,dem,5,861
2018,UT,3,dem,3,7
2018,UT,3,dem,4,247350
2018,UT,3,rep,1,349112
2018,UT,4,dem,1,1800
2018,UT,4,dem,5,680314
2018,UT,4,dem,3,137
2018,UT,4,dem,2,213334
2018,UT,4,dem,4,102964
2018,UT,4,rep,1,1254237
2018,UT,4,rep,5,58790
2018,UT,4,rep,3,1235992
2018,UT,4,rep,4,1309706
2018,VA,1,dem,1,8936
2018,VA,1,dem,5,965
2018,VA,1,dem,3,13734
2018,VA,1,dem,4,1878
2018,VA,1,rep,1,413403
2018,VA,1,rep,4,5000
2018,VA,2,dem,1,3385801
2018,VA,2,dem,5,178855
2018,VA,2,dem,3,210963
2018,VA,2,dem,2,1316374
2018,VA,2,dem,4,2024862
2018,VA,2,rep,1,1425453
2018,VA,2,rep,5,1275
2018,VA,2,rep,3,36041
2018,VA,2,rep,2,1812123
2018,VA,2,rep,4,755999
2018,VA,4,dem,1,5928
2018,VA,4,dem,3,10
2018,VA,4,dem,4,103
2018,VA,4,rep,1,34185
2018,VA,5,dem,1,1434723
2018,VA,5,dem,5,16633
2018,VA,5,dem,3,64139
2018,VA,5,dem,4,604515
2018,VA,5,rep,1,1080107
2018,VA,5,rep,5,250
2018,VA,5,rep,3,336680
2018,VA,5,rep,4,1094490
2018,VA,6,dem,1,187893
2018,VA,6,dem,5,2223
2018,VA,6,dem,3,41
2018,VA,6,dem,2,4958
2018,VA,6,dem,4,7328
2018,VA,6,rep,1,7171
2018,VA,6,rep,3,5435
2018,VA,7,dem,1,4886230
2018,VA,7,dem,5,246627
2018,VA,7,dem,3,976815
2018,VA,7,dem,2,124974
2018,VA,7,dem,4,1871402
2018,VA,7,rep,1,1731656
2018,VA,7,rep,5,306064
2018,VA,7,rep,3,343536
2018,VA,7,rep,4,4089259
2018,VA,8,dem,1,2325
2018,VA,8,dem,3,10
2018,VA,8,dem,4,158
2018,VA,8,rep,1,38707
2018,VA,9,dem,1,358582
2018,VA,9,dem,5,1017
2018,VA,9,dem,3,3878
2018,VA,9,rep,1,490508
2018,VA,9,rep,3,4378
2018,VA,10,dem,1,4522753
2018,VA,10,dem,5,16995
2018,VA,10,dem,3,1123611
2018,VA,10,dem,2,2877384
2018,VA,10,dem,4,1937683
2018,VA,10,rep,1,3050028
2018,VA,10,rep,5,350818
2018,VA,10,rep,3,34681
2018,VA,10,rep,2,5012062
2018,VA,10,rep,4,130639
2018,VA,11,dem,1,90885
2018,VA,11,dem,3,10
2018,VA,11,dem,4,55
2018,VA,11,rep,1,12634
2018,VT,1,dem,1,2022
2018,VT,1,dem,3,10
2018,VT,1,dem,4,103
2018,VT,1,rep,1,8556
2018,VT,1,rep,3,697
2018,WA,1,dem,1,191822
2018,WA,1,dem,3,10
2018,WA,1,dem,4,2345
2018,WA,1,rep,1,5628
2018,WA,4,dem,1,176107
2018,WA,4,dem,5,861
2018,WA,4,dem,4,29393
2018,WA,4,rep,1,156900
2018,WA,6,dem,1,16100
2018,WA,6,dem,3,10
2018,WA,6,dem,4,2544
2018,WA,6,rep,1,34950
2018,WA,8,dem,1,6017453
2018,WA,8,dem,5,75068
2018,WA,8,dem,3,499645
2018,WA,8,dem,2,3008133
2018,WA,8,dem,4,8638611
2018,WA,8,rep,1,2801999
2018,WA,8,rep,3,22800
2018,WA,8,rep,2,2449476
2018,WA,8,rep,4,1536639
2018,WI,1,dem,1,303322
2018,WI,1,dem,5,22161
2018,WI,1,dem,3,103778
2018,WI,1,dem,4,320303
2018,WI,1,rep,1,1515103
2018,WI,1,rep,3,57780
2018,WI,1,rep,4,2758976
2018,WI,5,dem,1,56411
2018,WI,5,dem,5,861
2018,WI,5,dem,3,42006
2018,WI,5,dem,4,35
2018,WI,5,rep,1,31305
2018,WI,5,rep,3,1598
2018,WI,6,dem,1,1948
2018,WI,6,dem,5,861
2018,WI,6,dem,3,20481
2018,WI,6,dem,4,326139
2018,WI,6,rep,1,50940
2018,WI,6,rep,3,18263
2018,WI,6,rep,4,26513
2018,WI,8,dem,1,101000
2018,WI,8,dem,5,861
2018,WI,8,dem,4,10
