year,state,district,party,committee_type,ad_spending
2010,AZ,8,dem,4,79658
2010,AZ,8,rep,1,1207999
2010,AZ,8,rep,5,414744
2010,AZ,8,rep,3,181717
2010,AZ,8,rep,4,90034
2010,CA,1,dem,1,180324
2010,CA,1,dem,5,41
2010,CA,1,dem,3,10
2010,CA,1,dem,2,547
2010,CA,1,rep,1,63672
2010,CA,2,dem,1,47954
2010,CA,2,dem,5,82
2010,CA,2,rep,1,168192
2010,CA,2,rep,2,57
2010,CA,3,dem,1,352779
2010,CA,3,dem,5,16873
2010,CA,3,dem,3,70260
2010,CA,3,dem,4,35295
2010,CA,3,rep,1,1207678
2010,CA,3,rep,5,2550
2010,CA,3,rep,3,6244
2010,CA,3,rep,4,717423
2010,CA,4,dem,1,9497
2010,CA,4,dem,5,5
2010,CA,4,dem,2,5818
2010,CA,4,rep,1,274088
2010,CA,4,rep,3,4
2010,CA,5,dem,1,177064
2010,CA,5,dem,5,5
2010,CA,5,dem,3,10
2010,CA,5,rep,1,4132
2010,CA,6,dem,1,6098
2010,CA,6,dem,3,20
2010,CA,6,rep,1,33896
2010,CA,7,dem,1,16437
2010,CA,7,dem,3,20
2010,CA,7,dem,4,260
2010,CA,7,rep,1,39262
2010,CA,7,rep,5,1350
2010,CA,8,dem,1,13190
2010,CA,8,dem,3,20
2010,CA,8,dem,4,260
2010,CA,8,rep,1,272473
2010,CA,8,rep,3,992
2010,CA,8,rep,2,413
2010,CA,8,rep,4,9858
2010,CA,10,dem,1,110550
2010,CA,10,dem,5,41
2010,CA,10,dem,3,20
2010,CA,10,rep,1,35
2010,CA,11,dem,1,8769
2010,CA,11,dem,5,305154
2010,CA,11,dem,3,20
2010,CA,11,dem,2,1035725
2010,CA,11,dem,4,150160
2010,CA,11,rep,1,1214007
2010,CA,11,rep,5,60253
2010,CA,11,rep,3,120633
2010,CA,11,rep,2,357837
2010,CA,11,rep,4,65223
2010,CA,15,dem,1,9393
2010,CA,15,dem,5,41
2010,CA,15,dem,3,20
2010,CA,15,rep,1,13450
2010,CA,17,dem,1,207209
2010,CA,17,dem,5,41
2010,CA,17,dem,3,10
2010,CA,17,rep,1,129100
2010,CA,18,dem,1,46188
2010,CA,18,dem,3,447861
2010,CA,18,dem,4,205400
2010,CA,18,rep,1,40530
2010,CA,18,rep,5,19768
2010,CA,18,rep,3,99
2010,CA,19,dem,1,100
2010,CA,19,dem,5,5
2010,CA,19,rep,1,662356
2010,CA,19,rep,3,3748
2010,CA,19,rep,4,12040
2010,CA,20,dem,1,451991
2010,CA,20,dem,5,2117
2010,CA,20,dem,3,6966
2010,CA,20,dem,2,561563
2010,CA,20,rep,1,505033
2010,CA,20,rep,5,352459
2010,CA,20,rep,3,160580
2010,CA,23,dem,1,27373
2010,CA,23,dem,5,884
2010,CA,23,dem,3,1065
2010,CA,23,dem,2,3159
2010,CA,23,rep,1,168880
2010,CA,23,rep,3,8534
2010,CA,24,dem,1,26845
2010,CA,24,dem,5,95
2010,CA,24,dem,3,373
2010,CA,24,dem,2,1130
2010,CA,24,rep,1,5570
2010,CA,24,rep,5,65
2010,CA,27,dem,1,16324
2010,CA,27,dem,3,34
2010,CA,27,dem,2,25
2010,CA,27,rep,1,88212
2010,CA,29,dem,1,2685
2010,CA,29,dem,3,34
2010,CA,29,dem,2,25
2010,CA,29,rep,1,192354
2010,CA,30,dem,1,6033
2010,CA,30,dem,3,34
2010,CA,30,dem,2,47
2010,CA,30,rep,1,50606
2010,CA,36,dem,1,475
2010,CA,36,dem,3,194
2010,CA,36,dem,2,25
2010,CA,36,rep,1,33370
2010,CA,37,dem,1,1000
2010,CA,37,dem,3,14184
2010,CA,37,dem,2,25
2010,CA,37,rep,1,29838
2010,CA,37,rep,3,86968
2010,CA,39,dem,1,488
2010,CA,39,dem,3,34
2010,CA,39,dem,2,25
2010,CA,39,rep,1,5363
2010,CA,41,dem,1,1737
2010,CA,41,rep,1,3473
2010,CA,43,dem,1,28620
2010,CA,43,rep,1,3000
2010,CA,44,dem,1,1872
2010,CA,44,dem,5,7
2010,CA,44,dem,3,31105
2010,CA,44,rep,1,122314
2010,CA,44,rep,5,86
2010,CA,44,rep,3,608746
2010,CA,47,dem,1,1258102
2010,CA,47,dem,5,6658
2010,CA,47,dem,3,1549
2010,CA,47,dem,2,2514
2010,CA,47,dem,4,8774
2010,CA,47,rep,1,763319
2010,CA,47,rep,5,23236
2010,CA,47,rep,3,27376
2010,CA,47,rep,4,26612
2010,CA,48,dem,1,27226
2010,CA,48,dem,5,369
2010,CA,48,dem,3,292
2010,CA,48,rep,1,27913
2010,CA,48,rep,3,2707
2010,CA,49,dem,1,1090
2010,CA,49,dem,5,90
2010,CA,49,rep,1,1000
2010,CA,50,dem,1,100524
2010,CA,50,dem,5,93
2010,CA,50,dem,3,10
2010,CA,50,rep,1,392214
2010,CA,51,dem,1,345284
2010,CA,51,dem,5,93
2010,CA,51,dem,3,10
2010,CA,51,rep,1,159898
2010,CA,52,dem,1,2530
2010,CA,52,rep,1,3445
2010,CA,53,dem,1,3500
2010,CA,53,dem,5,93
2010,CA,53,dem,3,10
2010,CA,53,rep,1,93599
2010,CO,1,dem,1,3277
2010,CO,1,dem,5,5666
2010,CO,1,dem,3,20
2010,CO,1,dem,4,6720
2010,CO,1,rep,1,80601
2010,CO,2,dem,1,5672
2010,CO,2,dem,5,3182
2010,CO,2,dem,3,20
2010,CO,2,dem,4,4165
2010,CO,2,rep,1,31549
2010,CO,4,dem,1,5835
2010,CO,4,dem,5,67714
2010,CO,4,dem,3,207283
2010,CO,4,dem,2,55743
2010,CO,4,dem,4,708766
2010,CO,4,rep,1,1301398
2010,CO,4,rep,5,7856
2010,CO,4,rep,3,193060
2010,CO,4,rep,2,840395
2010,CO,6,dem,1,9606
2010,CO,6,dem,5,3267
2010,CO,6,rep,1,38009
2010,CO,7,dem,1,10246
2010,CO,7,dem,5,170969
2010,CO,7,dem,3,434152
2010,CO,7,dem,2,465175
2010,CO,7,dem,4,304292
2010,CO,7,rep,1,485
2010,CO,7,rep,5,617209
2010,CO,7,rep,3,35683
2010,CO,7,rep,4,30166
2010,CT,1,dem,1,62988
2010,CT,1,dem,3,10
2010,CT,1,rep,1,219301
2010,CT,3,dem,1,13342
2010,CT,3,dem,3,10
2010,CT,3,rep,1,112798
2010,CT,4,dem,1,23863
2010,CT,4,dem,5,36850
2010,CT,4,dem,3,51
2010,CT,4,dem,2,434
2010,CT,4,dem,4,40500
2010,CT,4,rep,1,505767
2010,CT,4,rep,5,23409
2010,CT,5,dem,1,36698
2010,CT,5,dem,3,40010
2010,CT,5,dem,2,287809
2010,CT,5,dem,4,83750
2010,CT,5,rep,1,484541
2010,CT,5,rep,5,44489
2010,CT,5,rep,3,23988
2010,DE,1,dem,1,2545
2010,DE,1,dem,5,48
2010,DE,1,dem,3,95010
2010,DE,1,dem,4,3770
2010,DE,1,rep,1,1600
2010,DE,1,rep,5,14619
2010,DE,1,rep,3,1969
2010,FL,2,dem,1,6377
2010,FL,2,dem,5,7630
2010,FL,2,dem,3,28323
2010,FL,2,dem,2,346900
2010,FL,2,dem,4,461107
2010,FL,2,rep,1,814312
2010,FL,2,rep,5,465164
2010,FL,2,rep,3,21969
2010,FL,2,rep,2,698573
2010,FL,2,rep,4,125241
2010,FL,3,dem,1,49650
2010,FL,3,dem,3,10
2010,FL,3,rep,1,20220
2010,FL,5,dem,1,28955
2010,FL,5,rep,1,3282
2010,FL,5,rep,3,15302
2010,FL,7,dem,1,600
2010,FL,7,dem,3,20
2010,FL,7,rep,1,373507
2010,FL,8,dem,1,2831632
2010,FL,8,dem,5,26482
2010,FL,8,dem,3,196964
2010,FL,8,dem,2,4197
2010,FL,8,rep,1,26461
2010,FL,8,rep,5,504283
2010,FL,8,rep,3,50699
2010,FL,8,rep,2,593228
2010,FL,10,dem,1,20639
2010,FL,10,rep,1,352135
2010,FL,10,rep,3,5609
2010,FL,11,dem,1,50192
2010,FL,11,dem,3,10
2010,FL,11,rep,1,41022
2010,FL,13,dem,1,10318
2010,FL,13,rep,1,3384
2010,FL,13,rep,4,2834
2010,FL,14,dem,1,28152
2010,FL,14,rep,1,13213
2010,FL,15,dem,1,8557
2010,FL,15,rep,1,2761
2010,FL,22,dem,1,3675924
2010,FL,22,dem,5,289438
2010,FL,22,dem,3,175192
2010,FL,22,dem,2,332085
2010,FL,22,rep,1,3186407
2010,FL,22,rep,5,116325
2010,FL,22,rep,3,10768
2010,FL,22,rep,4,341838
2010,FL,23,dem,1,4925
2010,FL,23,dem,3,20
2010,FL,23,rep,1,1122
2010,FL,24,dem,1,8878
2010,FL,24,dem,3,2937
2010,FL,24,dem,2,14678
2010,FL,24,rep,1,26703
2010,FL,24,rep,5,514422
2010,FL,24,rep,3,39455
2010,FL,24,rep,2,588987
2010,FL,25,dem,1,22010
2010,FL,25,dem,5,11191
2010,FL,25,dem,3,156190
2010,FL,25,dem,2,1433652
2010,FL,25,dem,4,430824
2010,FL,25,rep,1,6130
2010,FL,25,rep,5,9691
2010,FL,25,rep,3,31246
2010,GA,2,dem,1,781969
2010,GA,2,dem,3,15010
2010,GA,2,dem,2,801172
2010,GA,2,rep,1,531889
2010,GA,2,rep,5,368176
2010,GA,2,rep,3,4730
2010,GA,2,rep,2,371152
2010,GA,2,rep,4,137856
2010,GA,3,dem,1,21869
2010,GA,3,rep,1,572
2010,GA,3,rep,3,4
2010,GA,4,dem,1,19520
2010,GA,4,dem,3,10
2010,GA,4,rep,1,33792
2010,GA,5,dem,1,8405
2010,GA,5,dem,3,10
2010,GA,5,rep,1,23272
2010,GA,8,dem,1,1509364
2010,GA,8,dem,2,42320
2010,GA,8,rep,1,525393
2010,GA,8,rep,5,390248
2010,GA,8,rep,2,392919
2010,GA,10,dem,1,90741
2010,GA,10,rep,1,26141
2010,GA,10,rep,3,4
2010,GA,12,dem,1,633
2010,GA,12,rep,1,108483
2010,GA,12,rep,5,3033
2010,GA,12,rep,3,19
2010,GA,12,rep,4,12541
2010,GA,13,dem,1,22688
2010,GA,13,dem,3,10
2010,GA,13,rep,1,1975
2010,IA,1,dem,1,18450
2010,IA,1,dem,3,20
2010,IA,1,dem,2,219814
2010,IA,1,dem,4,446184
2010,IA,1,rep,1,331296
2010,IA,1,rep,5,861147
2010,IA,1,rep,3,50792
2010,IA,1,rep,4,58107
2010,IA,2,dem,1,250
2010,IA,2,dem,2,596895
2010,IA,2,rep,1,922549
2010,IA,2,rep,5,7010
2010,IA,2,rep,3,143314
2010,IA,2,rep,4,58107
2010,IA,3,dem,1,855845
2010,IA,3,dem,5,5045
2010,IA,3,dem,2,755653
2010,IA,3,rep,1,321606
2010,IA,3,rep,5,13928
2010,IA,3,rep,3,10919
2010,IA,4,dem,1,31399
2010,IA,4,rep,1,6387
2010,IA,5,dem,1,6593
2010,IA,5,rep,1,94821
2010,IA,5,rep,3,4
2010,IL,2,dem,1,3657
2010,IL,2,dem,3,7
2010,IL,2,dem,4,260
2010,IL,2,rep,1,24338
2010,IL,3,dem,1,15460
2010,IL,3,dem,4,260
2010,IL,3,rep,1,2574
2010,IL,6,dem,1,17246
2010,IL,6,rep,1,53981
2010,IL,8,dem,1,1276160
2010,IL,8,dem,3,45
2010,IL,8,dem,4,260
2010,IL,8,rep,1,127399
2010,IL,8,rep,5,1085
2010,IL,8,rep,3,19
2010,IL,10,dem,1,1115550
2010,IL,10,dem,5,11354
2010,IL,10,dem,3,5017
2010,IL,10,dem,2,1752255
2010,IL,10,dem,4,188402
2010,IL,10,rep,1,1831651
2010,IL,10,rep,5,1003
2010,IL,10,rep,2,371210
2010,IL,10,rep,4,120789
2010,IL,11,dem,1,1077
2010,IL,11,dem,5,847
2010,IL,11,dem,3,11580
2010,IL,11,dem,2,5312
2010,IL,11,rep,1,552067
2010,IL,11,rep,5,166675
2010,IL,11,rep,3,7870
2010,IL,11,rep,2,237396
2010,IL,14,dem,1,2395011
2010,IL,14,dem,5,13728
2010,IL,14,dem,3,796901
2010,IL,14,dem,2,1303362
2010,IL,14,dem,4,211183
2010,IL,14,rep,1,212214
2010,IL,14,rep,5,218766
2010,IL,14,rep,3,10416
2010,IL,14,rep,2,338164
2010,IL,14,rep,4,12654
2010,IL,15,dem,1,58388
2010,IL,15,dem,3,7
2010,IL,15,rep,1,68532
2010,IL,16,dem,1,28043
2010,IL,16,rep,1,224788
2010,IL,17,dem,1,636480
2010,IL,17,dem,5,45454
2010,IL,17,dem,3,737114
2010,IL,17,dem,2,1106631
2010,IL,17,dem,4,369656
2010,IL,17,rep,1,530277
2010,IL,17,rep,5,524168
2010,IL,17,rep,3,123663
2010,IL,17,rep,2,896106
2010,IL,18,dem,1,4889
2010,IL,18,dem,3,7
2010,IL,18,rep,1,690
2010,IN,1,dem,1,929
2010,IN,1,rep,1,2910
2010,IN,2,dem,1,715
2010,IN,2,dem,5,6081
2010,IN,2,dem,3,390048
2010,IN,2,dem,2,771124
2010,IN,2,dem,4,255400
2010,IN,2,rep,1,643934
2010,IN,2,rep,5,697338
2010,IN,2,rep,3,12497
2010,IN,2,rep,2,562966
2010,IN,2,rep,4,301069
2010,IN,4,dem,1,10466
2010,IN,4,rep,1,8587
2010,IN,7,dem,1,7293
2010,IN,7,dem,3,10
2010,IN,7,rep,1,33435
2010,IN,7,rep,3,2500
2010,IN,9,dem,1,15290
2010,IN,9,dem,5,5550
2010,IN,9,dem,3,342811
2010,IN,9,dem,2,1394922
2010,IN,9,rep,1,2061
2010,IN,9,rep,5,340069
2010,IN,9,rep,3,13322
2010,IN,9,rep,2,851108
2010,IN,9,rep,4,181086
2010,KS,1,dem,1,45086
2010,KS,1,rep,1,471839
2010,KS,1,rep,5,141
2010,KS,1,rep,3,15602
2010,KS,3,dem,1,18550
2010,KS,3,dem,3,8809
2010,KS,3,rep,1,1132407
2010,KS,3,rep,5,10244
2010,KS,3,rep,3,29816
2010,KS,4,dem,1,2662
2010,KS,4,rep,1,509951
2010,KS,4,rep,5,19018
2010,KS,4,rep,3,10494
2010,KY,2,dem,1,729
2010,KY,2,dem,2,10193
2010,KY,2,rep,1,161105
2010,KY,3,dem,1,472126
2010,KY,3,dem,3,20
2010,KY,3,dem,4,1101
2010,KY,3,rep,1,446957
2010,KY,3,rep,5,15096
2010,KY,3,rep,3,11089
2010,KY,4,dem,1,3479
2010,KY,4,rep,1,20951
2010,KY,6,dem,1,9672
2010,KY,6,dem,5,9398
2010,KY,6,dem,3,20
2010,KY,6,dem,2,460298
2010,KY,6,dem,4,97437
2010,KY,6,rep,1,256
2010,KY,6,rep,5,333023
2010,KY,6,rep,3,6360
2010,KY,6,rep,2,588760
2010,LA,2,dem,1,50740
2010,LA,2,dem,5,2839
2010,LA,2,dem,3,390230
2010,LA,2,dem,4,17260
2010,LA,2,rep,1,437835
2010,LA,2,rep,3,4739
2010,LA,2,rep,4,92840
2010,LA,3,dem,1,1261
2010,LA,3,rep,1,523607
2010,LA,3,rep,5,1534
2010,LA,3,rep,3,1180
2010,LA,4,dem,1,79135
2010,LA,4,dem,2,21331
2010,LA,4,rep,1,126163
2010,MA,1,dem,1,310416
2010,MA,1,dem,3,20
2010,MA,1,rep,1,18396
2010,MA,2,dem,1,369267
2010,MA,2,dem,3,20
2010,MA,2,rep,1,39084
2010,MA,3,dem,1,5877
2010,MA,3,dem,5,1012
2010,MA,3,dem,3,20
2010,MA,3,rep,1,9020
2010,MA,3,rep,3,12870
2010,MA,5,dem,1,627295
2010,MA,5,dem,3,30
2010,MA,5,rep,1,163252
2010,MA,6,dem,1,3434
2010,MA,6,dem,3,20
2010,MA,6,rep,1,266973
2010,MA,6,rep,5,10817
2010,MA,6,rep,4,40970
2010,MA,7,dem,1,6969
2010,MA,7,dem,3,30
2010,MA,7,rep,1,21280
2010,MA,10,dem,1,885718
2010,MA,10,dem,5,5082
2010,MA,10,dem,3,196911
2010,MA,10,dem,2,1435396
2010,MA,10,dem,4,262570
2010,MA,10,rep,1,250
2010,MA,10,rep,5,44803
2010,MA,10,rep,3,90553
2010,MA,10,rep,2,733817
2010,MA,10,rep,4,17538
2010,MD,1,dem,1,1156720
2010,MD,1,dem,5,155910
2010,MD,1,dem,3,2396
2010,MD,1,dem,2,1552412
2010,MD,1,dem,4,406805
2010,MD,1,rep,1,1367281
2010,MD,1,rep,5,35636
2010,MD,1,rep,3,276640
2010,MD,1,rep,2,839713
2010,MD,1,rep,4,192278
2010,MD,2,dem,1,626152
2010,MD,2,dem,3,1020
2010,MD,2,rep,1,130338
2010,MD,3,dem,1,165129
2010,MD,3,dem,3,20
2010,MD,3,rep,1,335
2010,MD,3,rep,3,141
2010,MD,5,dem,1,48209
2010,MD,5,dem,3,20
2010,MD,5,rep,1,302524
2010,MD,5,rep,3,2521
2010,MD,6,dem,1,26927
2010,MD,6,rep,1,160594
2010,MD,6,rep,3,141
2010,ME,1,dem,1,10448
2010,ME,1,dem,3,548
2010,ME,1,dem,2,646
2010,ME,1,dem,4,3750
2010,ME,1,rep,1,274159
2010,ME,1,rep,5,836
2010,ME,1,rep,2,15595
2010,ME,1,rep,4,87231
2010,ME,2,dem,1,582598
2010,ME,2,dem,3,119065
2010,ME,2,rep,1,160847
2010,ME,2,rep,5,819
2010,ME,2,rep,4,87231
2010,MI,1,dem,1,557098
2010,MI,1,dem,3,83
2010,MI,1,dem,2,1329832
2010,MI,1,dem,4,58464
2010,MI,1,rep,1,681365
2010,MI,1,rep,5,355513
2010,MI,1,rep,3,63154
2010,MI,1,rep,2,1674101
2010,MI,1,rep,4,7316
2010,MI,2,dem,1,14344
2010,MI,2,dem,3,20
2010,MI,2,rep,1,236358
2010,MI,2,rep,3,3961
2010,MI,3,dem,1,631171
2010,MI,3,rep,1,395245
2010,MI,3,rep,3,29688
2010,MI,3,rep,4,4000
2010,MI,5,dem,1,54928
2010,MI,5,dem,3,10
2010,MI,5,rep,1,49045
2010,MI,5,rep,5,1649
2010,MI,5,rep,3,2039
2010,MI,5,rep,2,1056
2010,MI,6,dem,1,18397
2010,MI,6,rep,1,281994
2010,MI,7,dem,1,13418
2010,MI,7,dem,5,1941814
2010,MI,7,dem,3,1128331
2010,MI,7,dem,2,1424095
2010,MI,7,dem,4,274502
2010,MI,7,rep,1,811023
2010,MI,7,rep,5,560350
2010,MI,7,rep,3,194822
2010,MI,7,rep,2,2330431
2010,MI,7,rep,4,32018
2010,MI,8,dem,1,300
2010,MI,8,rep,1,28995
2010,MI,8,rep,3,228
2010,MI,9,dem,1,784641
2010,MI,9,dem,5,163774
2010,MI,9,dem,3,6404
2010,MI,9,dem,2,534563
2010,MI,9,dem,4,173268
2010,MI,9,rep,1,585568
2010,MI,9,rep,5,565288
2010,MI,9,rep,3,22818
2010,MI,9,rep,2,1240472
2010,MI,9,rep,4,28990
2010,MI,11,dem,1,80579
2010,MI,11,dem,3,130
2010,MI,11,rep,1,52777
2010,MI,11,rep,3,213
2010,MI,12,dem,1,43663
2010,MI,12,dem,3,10
2010,MI,12,rep,1,10345
2010,MI,12,rep,3,203
2010,MI,14,dem,1,7889
2010,MI,14,dem,3,140
2010,MI,14,rep,1,6308
2010,MI,14,rep,2,111
2010,MI,15,dem,1,4679
2010,MI,15,dem,3,6849
2010,MI,15,dem,2,28786
2010,MI,15,rep,1,86948
2010,MI,15,rep,5,21421
2010,MI,15,rep,3,8938
2010,MI,15,rep,2,92305
2010,MO,2,dem,1,18300
2010,MO,2,rep,1,3249
2010,MO,2,rep,3,249
2010,MO,3,dem,1,29401
2010,MO,3,dem,5,1395
2010,MO,3,dem,3,20
2010,MO,3,dem,4,29970
2010,MO,3,rep,1,681561
2010,MO,3,rep,5,308355
2010,MO,3,rep,3,90183
2010,MO,3,rep,4,28629
2010,MO,4,dem,1,6235
2010,MO,4,dem,3,17304
2010,MO,4,dem,2,1262283
2010,MO,4,rep,1,666
2010,MO,4,rep,5,47817
2010,MO,4,rep,3,73944
2010,MO,4,rep,2,1258589
2010,MO,5,dem,1,56893
2010,MO,5,dem,3,20
2010,MO,5,rep,1,134238
2010,MO,5,rep,3,3009
2010,MO,6,dem,1,852
2010,MO,6,rep,1,14999
2010,MO,6,rep,3,2349
2010,MO,7,dem,1,15475
2010,MO,7,rep,1,547237
2010,MO,7,rep,5,7873
2010,MO,7,rep,3,1705
2010,MO,8,dem,1,187237
2010,MO,8,rep,1,149566
2010,MO,8,rep,3,9237
2010,MS,2,dem,1,9091
2010,MS,2,dem,3,10
2010,MS,2,rep,1,3210
2010,MS,4,dem,1,153108
2010,MS,4,dem,3,5871
2010,MS,4,dem,2,156326
2010,MS,4,dem,4,55972
2010,MS,4,rep,1,605270
2010,MS,4,rep,5,7088
2010,MS,4,rep,2,341814
2010,MT,1,dem,1,89323
2010,MT,1,rep,1,17113
2010,MT,1,rep,3,18704
2010,MT,1,rep,2,104585
2010,NC,1,dem,1,32127
2010,NC,1,dem,3,10
2010,NC,1,rep,1,70942
2010,NC,2,dem,1,19035
2010,NC,2,dem,3,20
2010,NC,2,dem,4,260
2010,NC,2,rep,1,266623
2010,NC,2,rep,5,444019
2010,NC,2,rep,3,5393
2010,NC,2,rep,4,4182
2010,NC,3,dem,1,700
2010,NC,3,rep,1,34324
2010,NC,4,dem,1,429763
2010,NC,4,dem,3,20
2010,NC,4,dem,4,260
2010,NC,4,rep,1,259304
2010,NC,5,dem,1,59293
2010,NC,5,dem,3,10003
2010,NC,5,rep,1,134940
2010,NC,5,rep,3,165
2010,NC,7,dem,1,1079758
2010,NC,7,dem,2,276334
2010,NC,7,rep,1,579564
2010,NC,7,rep,5,7599
2010,NC,7,rep,3,4080
2010,NC,7,rep,2,390400
2010,NC,7,rep,4,10245
2010,NC,9,dem,1,8261
2010,NC,9,rep,1,111977
2010,NC,9,rep,3,161
2010,NC,13,dem,1,374835
2010,NC,13,dem,3,22
2010,NC,13,dem,4,260
2010,NC,13,rep,1,88316
2010,NC,13,rep,3,2009
2010,ND,1,dem,1,22012
2010,ND,1,dem,5,6871
2010,ND,1,dem,3,179327
2010,ND,1,dem,2,845170
2010,ND,1,dem,4,299820
2010,ND,1,rep,1,1194704
2010,ND,1,rep,5,250103
2010,ND,1,rep,3,20926
2010,ND,1,rep,2,992619
2010,NE,1,dem,1,7043
2010,NE,1,rep,1,29331
2010,NE,2,dem,1,41818
2010,NE,2,dem,2,25937
2010,NE,2,rep,1,879427
2010,NE,2,rep,3,95111
2010,NE,2,rep,2,2394
2010,NE,3,dem,1,19192
2010,NE,3,rep,1,279455
2010,NH,1,dem,1,23213
2010,NH,1,dem,5,106558
2010,NH,1,dem,3,96518
2010,NH,1,dem,2,4558
2010,NH,1,dem,4,160840
2010,NH,1,rep,1,655025
2010,NH,1,rep,5,814395
2010,NH,1,rep,3,99402
2010,NH,1,rep,2,1025396
2010,NH,2,dem,1,1629508
2010,NH,2,dem,5,205074
2010,NH,2,dem,3,5484
2010,NH,2,dem,2,968508
2010,NH,2,dem,4,871264
2010,NH,2,rep,1,637913
2010,NH,2,rep,5,788399
2010,NH,2,rep,3,217187
2010,NH,2,rep,2,424111
2010,NJ,4,dem,1,18620
2010,NJ,4,rep,1,59222
2010,NJ,4,rep,5,6949
2010,NJ,4,rep,3,11001
2010,NJ,5,dem,1,1140
2010,NJ,5,rep,1,15593
2010,NJ,5,rep,3,8592
2010,NJ,6,dem,1,15444
2010,NJ,6,dem,3,20
2010,NJ,6,dem,2,2901
2010,NJ,6,rep,1,70476
2010,NJ,6,rep,5,7666
2010,NJ,6,rep,3,109260
2010,NJ,7,dem,1,45726
2010,NJ,7,dem,2,9150
2010,NJ,7,rep,1,1855
2010,NJ,7,rep,3,20
2010,NJ,9,dem,1,1300
2010,NJ,9,dem,3,20
2010,NJ,9,dem,2,2901
2010,NJ,9,rep,1,6682
2010,NJ,9,rep,3,1729
2010,NJ,11,dem,1,345
2010,NJ,11,rep,1,6230
2010,NJ,12,dem,1,19958
2010,NJ,12,dem,3,85
2010,NJ,12,dem,2,2901
2010,NJ,12,rep,1,111092
2010,NJ,12,rep,5,1506
2010,NJ,12,rep,4,43153
2010,NM,1,dem,1,45720
2010,NM,1,dem,5,253018
2010,NM,1,dem,3,9498
2010,NM,1,dem,2,996740
2010,NM,1,dem,4,100969
2010,NM,1,rep,1,13041
2010,NM,1,rep,5,398086
2010,NM,1,rep,3,76025
2010,NM,1,rep,2,549011
2010,NM,1,rep,4,9407
2010,NM,2,dem,1,4018
2010,NM,2,dem,5,797142
2010,NM,2,dem,3,33096
2010,NM,2,dem,2,495223
2010,NM,2,dem,4,316211
2010,NM,2,rep,1,1444226
2010,NM,2,rep,5,6256
2010,NM,2,rep,3,16356
2010,NM,2,rep,2,549773
2010,NM,3,dem,1,25781
2010,NM,3,dem,3,20
2010,NM,3,rep,1,420459
2010,NM,3,rep,3,4459
2010,NV,3,dem,1,5070
2010,NV,3,dem,5,1057079
2010,NV,3,dem,3,717643
2010,NV,3,dem,2,1405683
2010,NV,3,dem,4,553753
2010,NV,3,rep,1,36712
2010,NV,3,rep,5,724391
2010,NV,3,rep,3,233237
2010,NV,3,rep,2,1116146
2010,NV,3,rep,4,70596
2010,NY,1,dem,1,6989
2010,NY,1,dem,5,146
2010,NY,1,dem,3,298196
2010,NY,1,dem,4,203498
2010,NY,1,rep,1,2807589
2010,NY,1,rep,5,614413
2010,NY,1,rep,3,23655
2010,NY,1,rep,2,48409
2010,NY,2,dem,1,966493
2010,NY,2,dem,3,10
2010,NY,2,rep,1,152715
2010,NY,2,rep,3,2488
2010,NY,4,dem,1,28021
2010,NY,4,dem,3,10
2010,NY,4,rep,1,116701
2010,NY,4,rep,5,39492
2010,NY,4,rep,3,4240
2010,NY,6,dem,1,25325
2010,NY,6,dem,3,10
2010,NY,6,rep,1,14814
2010,NY,8,dem,1,15501
2010,NY,8,dem,3,10
2010,NY,8,rep,1,24605
2010,NY,9,dem,1,19211
2010,NY,9,dem,3,10
2010,NY,9,rep,1,160427
2010,NY,9,rep,3,91
2010,NY,13,dem,1,727340
2010,NY,13,dem,3,72
2010,NY,13,rep,1,619861
2010,NY,13,rep,5,4883
2010,NY,13,rep,3,3158
2010,NY,13,rep,4,21210
2010,NY,14,dem,1,99877
2010,NY,14,dem,5,54
2010,NY,14,dem,3,10
2010,NY,14,rep,1,23921
2010,NY,15,dem,1,28400
2010,NY,15,rep,1,24446
2010,NY,17,dem,1,63945
2010,NY,17,dem,3,10
2010,NY,17,rep,1,21007
2010,NY,18,dem,1,68588
2010,NY,18,dem,3,10
2010,NY,18,rep,1,9922
2010,NY,20,dem,1,3246990
2010,NY,20,dem,5,11323
2010,NY,20,dem,3,1138830
2010,NY,20,dem,2,1057615
2010,NY,20,dem,4,63950
2010,NY,20,rep,1,1018609
2010,NY,20,rep,5,513653
2010,NY,20,rep,3,340336
2010,NY,20,rep,2,1606431
2010,NY,20,rep,4,447366
2010,NY,21,dem,1,134432
2010,NY,21,dem,3,10
2010,NY,21,rep,1,7715
2010,NY,22,dem,1,551
2010,NY,22,dem,3,10
2010,NY,22,dem,4,35987
2010,NY,22,rep,1,69226
2010,NY,22,rep,5,204002
2010,NY,22,rep,3,1387
2010,NY,22,rep,4,533584
2010,NY,23,dem,1,1838155
2010,NY,23,dem,3,595260
2010,NY,23,dem,2,1503686
2010,NY,23,rep,1,724473
2010,NY,23,rep,5,154202
2010,NY,23,rep,3,137817
2010,NY,23,rep,2,949988
2010,NY,23,rep,4,93637
2010,NY,24,dem,1,2600
2010,NY,24,dem,5,8496
2010,NY,24,dem,3,20
2010,NY,24,dem,2,1009805
2010,NY,24,rep,1,893575
2010,NY,24,rep,5,510367
2010,NY,24,rep,2,438317
2010,NY,24,rep,4,93637
2010,NY,25,dem,1,725
2010,NY,25,dem,3,20
